"And what of the eternally-playful Imoen? She had long stood in the shadow of <CHARNAME>, and had endured much, but her spirit never broke. Free of her father's legacy, she struck out on her own and briefly returned to Candlekeep. Her formidable knowledge of magic allowed a deeper appreciation of the great library, but it seemed smaller than she remembered, and she did not stay long. Imoen would use different names throughout her life, and was the subject of many a tall tale - perhaps the most memorable claiming that she'd picked the pocket of Khelben ""Blackstaff"" Arunsun, leading him on a merry magical chase across Faerun that lasted four months. Another rumor claimed she'd founded a thieves' guild that ran the length and breadth of the entire Sword Coast, from Nashkel to Neverwinter. But when asked of such things, she would always answer with a smile of purest innocence: ""Heya, it's just me, Imoen.""","A co słychać u naszej wiecznie uśmiechniętej Imoen? Przez wiele lat żyła w cieniu swej siostry, Dziecka Bhaala o imieniu <CHARNAME>. Mimo iż wiele wycierpiała w czasie ich wspólnych przygód, jej wola nigdy nie została złamana. Uwolniwszy się od dziedzictwa swego ojca, zaczęła życie na własny koszt i na krótko wróciła do Candlekeep. Jej ogromne zdolności magiczne pozwoliły jej w pełni docenić zasoby wielkiej biblioteki.  Mimo to wydała jej się ona mniejsza, niż zapamiętała ją z dzieciństwa, w związku z czym dość szybko ruszyła dalej. Imoen używała wielu imion, była też bohaterką wielu opowieści, z których najsłynniejszą jest ta o opróżnieniu kieszeni samego Khelbena „Czarnokija” Arunsuna, co sprawiło, że uganiał się za nią bezskutecznie przez cztery miesiące po całym Faerûnie. Kolejna plotka głosi, że założyła gildię złodziei, działającą na całym Wybrzeżu Mieczy, od Nashkel po Neverwinter. Zapytana jednak o każdą z tych historii, Imoen wzrusza tylko ramionami, odpowiadając z uśmiechem: „Hej, to przecież ja, Imoen”."
"I would expect no other response from a true <PRO_BROTHERSISTER> of mine. I know too well the thirst for death that comes with the taint of our sire. I have mastered it, but only barely... I pity those who are a slave to it.","Nie spodziewałem się innej odpowiedzi od mojej siostry. Zbyt dobrze znam pragnienie śmierci, które powodowane jest przez skazę wewnątrz nas. Mi udało się ją opanować, choć z ledwością... szkoda mi jednak tych, którzy stali się jej niewolnikami.
"
"In the years following his resurrection by <CHARNAME>, Sarevok Anchev never settled anywhere for long. In Berdusk, he is said to have routed an army of invading orcs, displaying such power and rage that terrified locals weren't sure whom to fear more. In Westgate, he arrived as conqueror, brutally enforcing his will only to mysteriously vanish weeks later, leaving his startled followers to the mercies of an angry mob. He acted like a man that did not know himself, and it became abundantly clear that Sarevok was a tortured soul caught between life and death, unable to appreciate either. Eventually he disappeared entirely from Faerun, and was thought to have taken his own life. In truth, he journeyed to Kara-Tur to bury his one true love, the warrior Tamoko. He never returned, though the stories endure.","Mimo iż minęły lata odkąd <CHARNAME> go wskrzesiła, Sarevok Anchev przez cały ten czas nie zagrzał nigdzie miejsca na dłużej. Historia głosi, iż będąc w Berdusk, zdołał rozgromić nacierającą armię orków, demonstrując przy tym tak wielką siłę i wściekłość, że przerażeni mieszkańcy nie wiedzieli, kogo powinni obawiać się bardziej. Do Wrót Zachodu przybył z kolei jako najeźdźca, w brutalny sposób narzucając swą wolę, by po zaledwie kilku tygodniach zniknąć w tajemniczych okolicznościach, pozostawiając zszokowanych stronników na łaskę rozszalałego motłochu. Sarevok zachowywał się jak człowiek, który nie zna siebie samego i wkrótce stało się jasne, że jego udręczona dusza została zawieszona pomiędzy życiem a śmiercią, niezdolna do jakiegokolwiek współczucia. Pewnego dnia zniknął całkowicie z oblicza Faerûnu, wzbudzając przy tym plotki, iż postanowił odebrać sobie życie. W rzeczywistości udał się do Kara-Tur, by pochować swą jedyną prawdziwą miłość, wojowniczkę Tamoko. Nigdy już nie powrócił, lecz opowieści o nim są wciąż żywe."
"In the years following his resurrection by <CHARNAME>, Sarevok Anchev never settled anywhere for long. In Berdusk, he is said to have routed an army of invading orcs, displaying such power and rage that terrified locals weren't sure whom to fear more. In Westgate, he arrived as conqueror, brutally enforcing his will only to mysteriously vanish weeks later, leaving his startled followers to the mercies of an angry mob. He acted like a man that did not know himself, and it became abundantly clear that Sarevok was a tortured soul caught between life and death, unable to appreciate either. Eventually he disappeared entirely from Faerûn, and was thought to have taken his own life. In truth, he journeyed to Kara-Tur to bury his one true love, the warrior Tamoko. He never returned, though the stories endure.","Mimo iż minęły lata odkąd <CHARNAME> go wskrzesiła, Sarevok Anchev przez cały ten czas nie zagrzał nigdzie miejsca na dłużej. Historia głosi, iż będąc w Berdusk, zdołał rozgromić nacierającą armię orków, demonstrując przy tym tak wielką siłę i wściekłość, że przerażeni mieszkańcy nie wiedzieli, kogo powinni obawiać się bardziej. Do Wrót Zachodu przybył z kolei jako najeźdźca, w brutalny sposób narzucając swą wolę, by po zaledwie kilku tygodniach zniknąć w tajemniczych okolicznościach, pozostawiając zszokowanych stronników na łaskę rozszalałego motłochu. Sarevok zachowywał się jak człowiek, który nie zna siebie samego i wkrótce stało się jasne, że jego udręczona dusza została zawieszona pomiędzy życiem a śmiercią, niezdolna do jakiegokolwiek współczucia. Pewnego dnia zniknął całkowicie z oblicza Faerûnu, wzbudzając przy tym plotki, iż postanowił odebrać sobie życie. W rzeczywistości udał się do Kara-Tur, by pochować swą jedyną prawdziwą miłość, wojowniczkę Tamoko. Nigdy już nie powrócił, lecz opowieści o nim są wciąż żywe."
"Strength is nothing, <CHARNAME>. You may vanquish me with your might, and you may even vanquish Melissan. But you will never vanquish yourself. Might will bring you no peace... this I know. And this is why I must be the last.","Siła jest niczym, <CHARNAME>. Możesz zwyciężyć mnie, możesz nawet zwyciężyć Melissanę. Ale nigdy nie podołasz samej sobie. Siła nie przyniesie ci spokoju... tego jestem pewien. I to jest powód dla którego muszę być ostatni."
"The events of the Bhaalspawn Crisis affected Jaheira deeply. As a druid, it was her duty to protect and maintain balance in the world, but her time with <CHARNAME> had led to great change and disruption, and she herself had experienced terrible loss as a result. Yet she remained a tireless champion, at times even acting in concert with her former associates the Harpers. Always she remained distant and guarded, never staying long in any one place. Some say Alustriel Silverhand herself persuaded Jaheira to form her own organization, one that would eventually eclipse the accomplishments of the Harpers. Others believe she fell in battle against a demilich who threatened to defile the northern forests. Whatever her fate, Jaheira never returned to Tethyr or the Sword Coast.","Wydarzenia związane z Kryzysem z Pomiotami Bhaala wpłynęły mocno na Jaheirę. Jej obowiązkiem jako druida była ochrona przyrody i dbanie o zachowanie równowagi na świecie, a przygody, jakie ona i <CHARNAME> wspólnie przeżyły, przyniosły ze sobą wielkie zmiany i zachwianie tej równowagi, co wywołało w niej uczucie ogromnej straty. Pozostała jednak niezłomną orędowniczką wartości, w które wierzyła, działając czasem ręka w rękę ze swoimi dawnymi towarzyszami, Harfiarzami. Pozostała jednak czujna i wyobcowana, nie zostając nigdy na dłużej w jednym miejscu. Niektórzy twierdzą, że sama Alustriel Srebrnoręka przekonała Jaheirę, by ta założyła własną organizację, która z czasem przyćmiłaby dokonania Harfiarzy. Inni uważają, że poległa w bitwie z demiliszem plugawiącym północne lasy. Jakikolwiek los ją spotkał, nie wróciła już nigdy do Tethyru ani na Wybrzeże Mieczy."
"The perils that Mazzy Fentan faced at the side of <CHARNAME> did nothing to dissuade her thirst for adventure. In fact, it was not long after the events in Tethyr that she formed the Fentan Knights, a stalwart band of heroes that spawned tales across the Realms. They battled trolls to save endangered towns, turned back tides of orcs to preserve ancient forests, and faced a rogue dragon in its own lair just to make the world a better place. Their legend was larger than life, especially so for Mazzy, and it was said on occasion that if valor were inches, she'd be twenty feet tall. For all her risks, Mazzy passed peacefully at a ripe old age. And though she had never settled down and had no children, her name and legacy would live on in the deeds of her followers for generations to come.","Niebezpieczeństwa, na jakie Mazzy Fentan była narażona, gdy <CHARNAME> towarzyszyła jej w podróży, nie zdusiły w niej żądzy przygody. Przeciwnie, nie minęło wiele czasu od wydarzeń w Tetyrze, a już sformowała grupę niezłomnych herosów zwących się Rycerzami Fentan, o której z czasem zaczęły krążyć opowieści w całych Krainach. Starali się oni uczynić świat bezpieczniejszym, broniąc zagrożone miasta przed atakami paskudnych trolli, ratując starożytne lasy przed hordami krwiożerczych orków, czy mierząc się z niegodziwym smokiem w jego własnym leżu. Legenda o wyczynach grupy była wiecznie żywa, a o samej Mazzy mówiono, że gdyby męstwo można było mierzyć w centymetrach, Mazzy miałaby ze sześć metrów wzrostu. Mimo tylu zagrożeń, jakim musiała stawić czoła, Mazzy umarła w spokoju dożywając sędziwego wieku. I mimo iż nie zamieszkała nigdzie na stałe i nie doczekała się dzieci, jej imię i dziedzictwo będzie trwało przez następne pokolenia w czynach jej następców."
"With <CHARNAME> at her side, it seemed as though Neera meant to find some stability, perhaps by returning to the High Forest. But it soon became clear that neither of them wanted a quiet life, and though the Order of Eight Staves was no more, the machinations of Thay still loomed on the horizon. As <CHARNAME> cheered her on, Neera used her wild magic to sink three Thayan slaver ships off the coast of Melvaunt. The city celebrated their heroic victory until dawn, and when <CHARNAME> awoke Neera was gone. She had left no note, given no sign of departure. But he just smiled. No matter where her restless wanderings would take her, he knew they would find each other again.","Wydawało się że Neera odnalazła równowagę i spokój z <CHARNAME> przy boku, planując nawet powrócić do Wysokiego Lasu. Ale szybko okazało się, że żadne z nich nie pragnęło spokojnego, ułożonego życia. Zakon Ośmiu Kosturów przestał istnieć, ale na horyzoncie wciąż majaczyły machinacje Thay. Gdy <CHARNAME> próbowała ją rozweselić, Neera użyła swej Dzikiej Magii aby zatopić trzy statki niewolnicze Thay na wybrzeżu Melvaunt. Miasto święciło zwycięstwo do świtu, a gdy <CHARNAME> obudziła się, Neery już nie było. Nie pozostawiła żadnego listu, ani nie wyjaśniła powodów odejścia. Ale <CHARNAME> tylko się uśmiechnęła. Niezależnie gdzie poprowadzi ją jej niespokojny duch, <CHARNAME> wiedziała, że prędzej czy później ponownie się spotkają."
"With his guidance no longer needed, Cernd left <CHARNAME> and reunited with his son Ahsdale. But his duty to nature constantly called him away, and the boy grew bitter and resentful. Years later, Cernd attained the title of Grand Druid, only to stop the ceremony when he learned that his long-estranged child now wielded twisted magics which threatened the Sword Coast. Cernd solemnly abdicated his position, declaring that he could not hold such responsibility when he had been so grossly negligent in his personal obligations. Deep in the forests of Tethyr, the druid made a final effort to appeal to his son. But they were strangers to each other, and neither would survive when they finally met in battle. The only common ground between father and son was the spot where they fell, and where a wondrous oak now stands. It turns the deepest shades of red at season's change, a reminder that balance sometimes comes at a terrible cost.","Po tym, jak jego pomoc przestała być potrzebna, Cernd opuścił drużynę, której przewodziła <CHARNAME>, by zaopiekować się swoim synem, Ahsdale’em. Jednak obowiązek wobec natury okazał się silniejszy i chłopiec dojrzewał zgorzkniały i pełen uraz wobec ojca. Wiele lat później Cernd uzyskał tytuł Wielkiego Druida, lecz przerwał ceremonię, dowiedziawszy się, iż jego rozżalony syn włada spaczoną magią, zagrażając bezpieczeństwu Wybrzeża Mieczy. Cernd uroczyście zrzekł się tytułu, oznajmiając, iż nie może przyjąć tak wielkiej odpowiedzialności, gdy w życiu prywatnym tak wielce zaniedbywał swe obowiązki. Głęboko pośród lasów Tethyru druid podjął ostatnią próbę pojednania z synem. Jednak po tylu latach byli już dla siebie zupełnie obcy i nieuniknione było, że muszą zmierzyć się w walce. Ta okazała się śmiertelna dla obu, a jedynym, co połączyło ojca z synem, było miejsce, w którym polegli. Po ich śmierci wyrósł tam ogromny dąb, rzucający krwawoczerwony cień wraz ze zmianami pór roku, niejako w ramach przypomnienia, iż czasem równowagę można osiągnąć straszliwym kosztem."
"You do not believe in my power, I can see that much. You have fought terrible foes in your past and have always managed to succeed. Why... you leave a trail of felled opponents littered about even here in the Abyss. Such as this one I found, discarded...","Widzę, że nie wierzysz w moją moc. Walczyłaś w swej przeszłości z wieloma strasznymi przeciwnikami i zawsze udawało ci się odnieść zwycięstwo. Zostawiłaś po sobie wiele ciał poległych wrogów, nawet tutaj w Otchłani. Wrogów takich jak na przykład ten..."
