"Pray that you hold to your word, failure to do so would be... unpleasant for you. Now to finalize matters...","Молись, чтобы ты выполнила свое обещание и не отказалась от него даже, если это было бы... неприятно для тебя. И напоследок еще кое-что..."
"You have parleyed with Balthazar, the greatest of the Bhaalspawn besides yourself, god-child. You are to be commended. Your journey is nearly at its end.","Ты сумела договориться с Балтазаром, величайшим из отпрысков Баала после тебя, дитя бога. Это похвально. Твое путешествие подходит к концу."
You do not yet understand. But all shall become clear.,Ты еще не поняла... Но скоро все станет ясно.
"Pray that you hold to your word, failure to do so would be... unpleasant for you. Now to finalize matters....","Молись, чтобы ты выполнила свое обещание и не отказалась от него, даже если это было бы... неприятно для тебя. И напоследок еще кое-что..."
"Irenicus, I believe you called him. So easily culled as my own, since you abandoned him here recently... and such a valuable source of information on you, <CHARNAME>. After all... I believe you did share a soul, once, no? Say hello to the dear <PRO_MANWOMAN>, Irenicus.","Я полагаю, ты звала его Иреникус. Так легко было завербовать его, недавно брошенного тобой... и он был весьма ценным источником информации о тебе, <CHARNAME>. В конце концов, однажды у вас была одна душа на двоих, разве нет? Поздоровайся с дорогой <CHARNAME>, Иреникус."
"In his short time with <CHARNAME>, Balthazar reached a new enlightenment. He understood that vigilance must be tempered with compassion, justice with mercy. Resolved to never again repeat the mistakes of his past, Balthazar returned to his monastery and drove out the remaining criminal elements, making the outpost safe for new settlers and merchants. As the years passed, Amkethran became the jewel of Tethyr, renowned for its cultural richness and the serenity it offered. Balthazar himself was instrumental in creating the Monastic Guard, an elite group of paladins and monks sworn to protect the common folk from tyranny. When his work was done, and he had earned the respect and love of his people many times over, Balthazar embarked on a pilgrimage to Candlekeep. There he studied <CHARNAME>'s humble beginnings, and gave thanks for the peace his <PRO_BROTHERSISTER> had brought.","За свое недолгое время с <CHARNAME> Балтазар достиг нового просветления. Он понял, что бдительность должна умеряться состраданием, справедливость - милосердием. Твердо решив не повторять ошибок прошлого, Балтазар вернулся в свой монастырь и выгнал оставшихся бандитов и жуликов, сделав пост безопасным для новых поселенцев и торговцев. С годами Амкетран стал сокровищем Тетира, известным богатством своей культуры и безмятежностью. Балтазар был незаменим в создании Монашеской Охраны, элитной группу паладинов и монахов, поклявшихся защищать простой народ от тирании. Завершив свое дело, и многократно заработав уважение и любовь своих людей, Балтазар отправился на паломничество в Кэндлкип. Там он изучил скромные истоки <CHARNAME>, и принес благодарность за мир, который принесла его сестра."
"And so it is done. I believe you have made the right choice. I look forward to meeting you again on Faerun, <CHARNAME>...as a mortal and a true <PRO_BROTHERSISTER>.","Итак, это сделано. Я полагаю, что ты сделала правильный выбор. Я надеюсь снова встретить тебя на Фаеруне, <CHARNAME>... <PRO_BROTHERSISTER> из крови и плоти."
"Well, well, well... if the Child of Bhaal hasn't gone and found <PRO_HIMHER>self a sense of humour. Did <PRO_HESHE> dig it up all by <PRO_HIMHER>self, dear brother, or did you implant it in <PRO_HIMHER> in one of your more bizarre experiments?","Так, так, так... неужели Дитя Баала пошла и нашла чувство юмора? У <CHARNAME> это было изначально, дорогой брат, или это ты добавил в одном из своих причудливых экспериментов?"
"I make no judgement upon you, <CHARNAME>. You are what you were born to be. I can only trust myself to hold to the path of good that will lead to the destruction of the true evil that threatens Faerun. There is no other path for me.","Я ничего не хочу утверждать о тебе, <CHARNAME>, но ты есть та, кем была рождена. Я могу верить только себе и держаться пути добра, который приведет к разрушению истинного зла, угрожающего Фаеруну. Для меня нет никакого другого пути."
"The dead god, Bhaal, has not been resurrected and, indeed, may never be. You must understand what awaits you now at the end of your journey, godchild... and for this, the one you know as Melissan will explain for herself.","Мертвый Бог, Баал, не воскрес, и наверное, никогда уже не воскреснет. Ты должна понимать, что ждет тебя в конце путешествия, дитя бога.... и это та, которая известна тебе как Мелисса, объяснит сама."
