"You do not believe in my power, I can see that much. You have fought terrible foes in your past and have always managed to succeed. Why... you leave a trail of felled opponents littered about even here in the Abyss. Such as this one I found, discarded...","Widzę, że nie wierzysz w moją moc. Walczyłaś w swej przeszłości z wieloma strasznymi przeciwnikami i zawsze udawało ci się odnieść zwycięstwo. Zostawiłaś po sobie wiele ciał poległych wrogów, nawet tutaj w Otchłani. Wrogów takich jak na przykład ten..."
"You told her how to influence me, didn't you? And you told her I was in Suldanessalar.","Powiedziałeś jej jak na mnie wpłynąć, czyż nie? I powiedziałeś jej również, że byłam w Suldanessalarze."
"Why you assumed I would even be interested in your allegiance, Bodhi, I have no idea. I shall be pleased to know that you both die again just as you lived: without a single redeeming or worthwhile quality.","Nie mam pojęcia jak mogłaś liczyć, że wogóle będę zainteresowana twoją propozycją, Bodhi. Będę zadowolona widząc jak oboje giniecie."
"And since you recruited Balthazar to your side, I've decided on the delicious irony of re-creating poor, pathetic Gromnir as well. It delights me to no end to know that he was right about me all along... and yet it made no difference. You murdered him still, as I knew you would.","A ponieważ tobie udało się zwerbować Balthazara na swoją stronę, ja zdecydowałam się również odtworzyć żałosnego, biednego Gromnira. Cieszy mnie bez końca, że od początku miał co do mnie racje... a i tak niczego to nie zmieniło. Zabiłaś go, tak jak wiedziałem, że uczynisz."
"While it fills me with distaste that you would even bring such a creature of evil before me, god-child, you must remember that in this place an oath is worth more than the words with which it is spoken. You are no god yet... and while I would rather destroy this undead thing, it now falls on me to enforce the promise you have made.","Choć napełnia mnie obrzydzeniem myśl o sprowadzeniu tu takiej złej istoty, boskie dziecię, musisz pamiętać, że w tym miejscu przysięga jest warta więcej niż słowa, którymi została wypowiedziana. Nie jesteś jeszcze boginią... i choć wolałabym zniszczyć tę nieumarłą istotę, moim zadaniem jest teraz upewnić się czy dotrzymasz złożonej obietnicy."
"Actually Bodhi, I have changed my mind. I enjoy watching you die too much, to pass up an opportunity to see it again.","Właściwie Bodhi, to zmieniłam zdanie. Dobrze się bawiłam widząc jak umierasz i nie mogę ominąć okazji by znów to zobaczyć."
"But do not forget our deal. I am impatient for the piece of your soul you promised me. I have enjoyed our dance Child of Bhaal, but I tire of this place. Give me what I want so I may leave... we need not meet each other again, unless you wish it.","Ale nie zapominaj o naszej umowie. Niecierpliwię się oczekując na cząstkę duszy, którą mi obiecałaś. Dobrze się bawiłam walcząc u twego boku, ale jestem już tym znużona. Daj mi to czego chcę i odejdę... i nie spotkamy się już więcej, chyba że będziesz tego chciała."
"I was trying to convince Melissan to leave you alone, Imoen!","Próbowałam przekonać Melissanę by zostawiła cię w spokoju, Imoen!"
"No. How could I trust you? What if we were to vanquish Melissan, I would be weakened... you could end my life there and everything I have been working towards will be for nothing.","Nie. Jak mógłbym ci zaufać? Co jeżeli zwyciężylibyśmy Melissanę, a ja byłbym osłabiony... mogłabyś łatwo zakończyć moje życie i wszystko o co walczyłem poszło by na marne."
"I am at a loss, <CHARNAME>. You question me, and I have no good answers for you. My heart tells me that you must be killed, but I am not sure if I should listen to it. What... what would you have me do?","Jestem stracony, <CHARNAME>. Zadałaś mi pytanie, a ja nie mogę ci na nie odpowiedzieć. Moje serce mówi mi, że musisz zginąć, ale nie jestem pewien czy powinienem go posłuchać. Co... co chcesz bym zrobił?"
